timp,eroare
272.135249013,-0.40364758968353276
272.289493371,-0.40054156184196477
272.533789263,-0.3965482294559479
272.93423347,-0.3910737216472626
273.292200062,-0.38433654904365544
273.522599915,0.062467646598815874
273.749680589,0.07525522708892818
273.8634457,0.08003301620483394
274.185692238,0.06781561374664302
274.344361546,0.050470602512359575
274.542816797,0.03330231904983516
274.735106764,0.016310703754425004
274.886961142,-0.0005057930946350542
275.056490938,-0.014765548706054732
275.279378964,-0.018722820281982466
275.380369123,-0.0048750519752502885
275.521448332,0.017118406295776323
275.679037032,0.03866178989410396
275.895399571,0.05366815328598018
276.104364913,0.0460612297058105
276.281828721,0.03019042015075679
276.418831383,0.014475595951080278
276.680472517,-0.0007774710655212846
276.846625129,-0.013542401790618941
277.048217446,-0.017260181903839156
277.202992562,0.004148018360137895
277.373447811,0.03556926250457759
277.541624277,0.01369632482528682
277.689789504,-0.007326292991638228
278.225724823,-0.028168964385986373
278.374985734,-0.03865491151809697
278.620937161,-0.05214028358459477
278.757372227,-0.06769542694091801
278.954388825,-0.0811025977134705
279.065136493,-0.09240387678146367
279.256761359,-0.1009232878684998
279.381826251,-0.10738776922225957
279.515480138,-0.11194484233856206
280.135363421,-0.11489521265029912
280.52355224,-0.11739020347595219
280.951774604,-0.11947600841522221
281.354268955,-0.12125037908554082
281.59494835,-0.1223780989646912
281.779042425,-0.12312512397766118
281.930283485,-0.12323223352432255
282.228981018,-0.12285547256469731
282.402254074,-0.12181566953659062
282.630292503,-0.12047039270401005
282.724647031,-0.11864660978317265
282.925626695,-0.1163918256759644
283.084291885,-0.11357526779174809
283.307787218,0.00812442302703853
283.673586795,0.010455977916717485
283.706241155,0.0028671145439147505
283.825086556,-0.009922492504119917
283.995245608,-0.027369487285614058
284.145619187,-0.034598577022552535
284.306092286,-0.028595137596130416
284.573357983,-0.013628351688385054
284.75765449,0.003954720497131303
284.949960871,0.024482917785644487
285.117218338,0.030736339092254594
285.344286964,0.017484498023986772
285.591054255,0.0012416362762450728
285.717927671,-0.014531719684600874
286.067600949,-0.02795927524566655
286.236217887,-0.032743978500366255
286.539229313,-0.04221855401992802
286.762524038,-0.08508687019348149
286.869080436,-0.10684286355972294
287.01298491,-0.12622605562210087
287.210764262,-0.14269303083419804
287.41608704,-0.15723996162414555
287.655722278,-0.16927527189254765
287.848837377,-0.1795891404151917
288.056303826,-0.18748902082443242
288.315635012,-0.19348441362380986
288.616158091,-0.19835077524185185
288.964079643,-0.20132862329483037
289.189148024,-0.2041557908058167
289.398684098,-0.20612602233886723
289.593103436,-0.2075517058372498
289.705900677,-0.2085072278976441
289.872167825,-0.2089712500572205
290.166086229,-0.20896922349929814
290.711262463,-0.20842711925506596
290.877696147,-0.2074018001556397
291.469358779,-0.20588963031768803
291.681402988,-0.2039791822433472
291.761029283,-0.2015811681747437
291.830414098,-0.1987839818000794
292.011592783,-0.19534914493560795
292.204990032,-0.18986688852310185
292.482892048,-0.18187241554260258
292.6210688,-0.17264245748519902
292.752128309,-0.16138784885406499
292.911475818,-0.14799367189407353
293.048077986,-0.12040256261825566
293.172706092,-0.10179411172866826
293.308489732,-0.0806322574615479
293.458576643,-0.05647312402725224
293.58993307,-0.029282438755035445
293.728504013,0.002220642566680864
293.911264121,0.03643072843551631
294.050766566,0.06910420656204219
294.186612927,0.07282568216323848
294.333380727,0.059526515007019
294.552724516,0.04623980522155757
294.750440352,0.032935154438018754
295.016190031,0.01961584091186519
295.195786178,0.006284725666046098
295.330008666,-0.00785671472549443
295.484690893,-0.01843206882476811
295.732635953,-0.016252684593200728
295.857304953,0.019809079170227006
296.046103119,0.06684256792068477
296.247944768,0.10904957056045528
296.385007176,0.10816211700439449
296.551405378,0.09683270454406734
296.728615254,0.08534766435623165
296.830252632,0.07394863367080684
297.031638551,0.06252826452255245
297.212323517,0.05109126567840572
297.400183943,0.03537703752517696
297.633083981,0.017170202732086137
297.836611066,-0.00122003555297856
297.959968815,-0.017129230499267623
298.098551123,-0.024804341793060347
298.232012668,-0.029775369167327925
298.367698251,-0.033222424983978316
298.576768057,-0.03598766326904301
298.692252263,-0.03833590745925908
298.846038306,-0.03989462852478032
298.990964475,-0.041203427314758345
299.153369151,-0.12416129112243657
299.330264274,-0.13797365427017216
299.463098324,-0.13795744180679326
299.58223193,-0.1417460918426514
299.765016943,-0.14251421689987187
299.901966061,-0.142857837677002
300.029941151,-0.14289324283599858
300.176910367,-0.14348428249359135
300.359470379,-0.1403943777084351
300.497809001,-0.13998125791549687
300.649405288,-0.14759986400604252
300.761068105,-0.1835697174072266
300.94057792,-0.2146104454994202
301.060672461,-0.24253975152969365
301.203472979,-0.2691979289054871
301.359621397,-0.2916629791259766
301.52781699,-0.3111415088176728
301.707885604,-0.32708914875984196
301.809676402,-0.34146075248718266
301.977314462,-0.3541346371173859
302.11650205,-0.3647639334201813
302.263970454,-0.3735618174076081
302.50336743,-0.3810334980487824
302.635075552,-0.38697074651718144
302.826482376,-0.39130880236625676
302.999361834,-0.3945830941200257
303.14494783,-0.3972516238689423
303.289330114,-0.39943422675132756
303.459649557,-0.40118493437767033
303.662699942,-0.4024921238422394
303.82472096,-0.4033040583133698
303.937700132,-0.403699803352356
304.12190635,-0.4036155819892884
304.423949779,-0.40304108262062077
304.711019407,-0.40199680924415593
305.094292199,-0.4004949808120728
305.384665433,-0.3985757112503052
305.590578827,-0.39616863727569585
305.946118341,-0.3929268598556519
306.254456036,-0.38932590484619145
306.439453871,-0.38435586094856267
306.618239844,-0.3779359936714173
306.782480704,-0.36993103027343754
306.931144824,0.08180017471313472
307.3122836,0.0952286839485168
307.462379956,0.10016108751296993
307.638009814,0.08770115375518794
307.752651299,0.07106561660766597
307.98640562,0.0546059131622314
308.154438818,0.037822496891021684
308.326733902,0.021212649345397905
308.490519843,0.0046090602874755415
308.793170305,-0.011989223957061812
308.966298024,-0.025709140300750777
309.146941792,-0.03051315546035771
309.331501558,-0.01717023849487309
309.471547423,0.005505573749542192
309.569070043,0.029352557659149126
309.694234263,0.04936016798019405
309.820623256,0.04600329399108882
309.983232048,0.030135643482208208
310.12320651,0.015325736999511674
310.261967408,0.00021893978118892043
310.515896615,-0.015184867382049605
310.74546726,-0.02629034519195561
310.896585814,-0.02382760047912602
311.174242341,0.004497241973876909
311.399314552,-0.012790966033935591
311.551918774,-0.04099159240722661
311.705233006,-0.05793033838272099
311.864375247,-0.07137213945388798
311.96847662,-0.08150242567062382
312.137381878,-0.08973758220672612
312.294290074,-0.09580539464950566
312.429681207,-0.09986858367919926
312.549207659,-0.10274873971939091
312.673709926,-0.1053289651870728
312.800925825,-0.10736714601516728
312.957754906,-0.10886578559875493
313.128261983,-0.1098998069763184
313.270281098,-0.11051337718963627
313.424260464,-0.11065607070922856
313.601256387,-0.11024110317230229
313.760222504,-0.10936682224273686
314.040093826,-0.10798453092575078
314.235915647,-0.10621618032455449
314.405027043,-0.10386739969253544
314.500912918,-0.1010061383247376
314.649841715,0.020884048938751176
314.898546812,0.01919014453887935
315.111466452,0.009837341308593706
315.218433389,-0.002998161315918013
315.368930414,-0.018913972377777144
315.598362201,-0.0247625589370728
315.814905721,-0.016924667358398482
316.119176285,-0.0015812993049622026
316.247126418,0.016032707691192583
316.386319358,0.0342196941375732
316.576061677,0.04618192911148067
316.785481477,0.025831651687622026
316.927409572,0.011071991920471147
317.044398692,-0.003979730606079146
317.147602525,-0.016929793357849166
317.3006674,-0.02428268194198613
317.473370602,-0.04538397789001469
317.612155291,-0.07236485481262211
317.847773661,-0.09968404769897465
318.048050408,-0.1200926780700684
318.188986736,-0.13821880817413335
318.441643248,-0.15384774208068852
318.643720986,-0.16691081523895268
318.757408876,-0.1779840469360352
318.942509668,-0.18711762428283696
319.098664326,-0.19421439170837407
319.313398456,-0.1993937969207764
319.457899311,-0.20307039022445683
319.667366518,-0.20589469671249394
319.940289889,-0.20819168090820317
320.137071524,-0.21008293628692631
320.259016794,-0.21157913208007817
320.417466652,-0.21252201795578007
320.57282553,-0.21300088167190556
320.779935547,-0.21300219297409062
320.958290803,-0.21262274980545048
321.091243434,-0.2117262959480286
321.318402371,-0.21034895181655888
321.571211826,-0.20851634740829472
321.687501205,-0.20628468990325932
321.818990732,-0.2034671783447266
322.005546213,-0.20039211511611943
322.209428188,-0.19574807882308964
322.343605251,-0.18918584585189824
322.548426839,-0.18078254461288457
322.812141994,-0.170296061038971
323.00379024,-0.15782581567764287
323.193878419,-0.1316544890403748
323.473854003,-0.11383764743804936
323.662438771,-0.09388540983200078
323.820887458,-0.07130973339080815
324.017525359,-0.04535179138183598
324.193159477,-0.015544462203979537
324.425193115,0.020475578308105424
324.587017309,0.05809540748596187
324.759331281,0.09390748739242549
324.892127911,0.09982193708419795
325.034412005,0.0860225677490234
325.220570267,0.07298464775085445
325.385226918,0.05992479324340816
325.60248639,0.046976995468139604
325.782535393,0.033756029605865434
325.895643681,0.020653378963470415
326.058237889,0.007671546936035112
326.229338734,-0.005187439918518111
326.523896445,-0.01604150533676152
326.743246719,-0.01618193387985234
326.872688444,0.019465517997741655
327.068272327,0.06984127759933467
327.238535094,0.10679597854614253
327.373984192,0.08721728324890132
327.505419987,0.06862409114837642
327.628660002,0.05003334283828731
327.804522738,0.03107221126556392
327.970980876,0.012483966350555376
328.102661248,-0.00610362291336064
328.198732339,-0.0222639918327332
328.424179473,-0.029494154453277632
328.585246319,-0.0338495254516602
328.715960134,-0.03678481578826909
328.85453387,-0.03911023139953618
328.976334764,-0.04102270603179936
329.115742753,-0.04200642108917241
329.236088221,-0.10812120437622075
329.385448437,-0.13902603387832646
329.53353446,-0.1435304164886475
329.633992112,-0.1431307673454285
329.833266187,-0.14622550010681157
329.967694358,-0.14483599662780766
330.09910202,-0.14671121835708623
330.287726379,-0.1456695675849915
330.418566979,-0.14565544128417973
330.598193005,-0.14223788976669316
330.852712522,-0.14545487165451054
330.981375918,-0.18233995437622075
331.151787137,-0.2147422313690186
331.38146994,-0.24356989860534672
331.547549577,-0.2685333371162415
331.715416101,-0.2908203482627869
331.834678278,-0.3103051066398621
331.986274978,-0.32748349308967595
332.166150178,-0.34313263297081
332.372174566,-0.3563512742519379
332.466905497,-0.36777513027191167
332.640302393,-0.37778522372245793
332.827978916,-0.3857571959495545
333.061352651,-0.3929256975650788
333.331668803,-0.39791499376297
333.569122257,-0.4016975045204163
333.790563648,-0.40469391942024235
333.939600844,-0.40710808634758
334.149982069,-0.4090900301933289
334.268483594,-0.4106377542018891
334.521980177,-0.4117159426212311
334.600410611,-0.41233347654342656
334.799831959,-0.4124529838562012
334.984556845,-0.4121607422828675
335.145984847,-0.4113466918468476
335.41410206,-0.40987126827239995
335.554803538,-0.4080304086208344
335.702524814,-0.4056928634643555
335.994447129,-0.40295972228050236
336.144306023,-0.3995202958583832
336.329734389,-0.3951197147369385
336.51341106,-0.389352160692215
336.582074137,-0.3822250843048096
336.756446644,0.06788213253021236
336.90396308,0.08146519660949703
337.013324467,0.09087909460067745
337.162062148,0.08331383466720577
337.292199495,0.06669588088989253
337.448313478,0.05006642341613765
337.587311107,0.033113729953765825
337.828713675,0.01633508205413814
338.123988123,-0.00010489225387577683
338.363367085,-0.013615357875824019
338.546443185,-0.017574298381805464
338.78010479,-0.0026687860488892046
338.940684633,0.020262610912322954
339.183235844,0.043980848789215043
339.364518342,0.06148959398269649
339.604525373,0.05526829957962032
339.75880653,0.04012353420257564
340.056366424,0.024981033802032426
340.221544789,0.009841215610504106
340.543620428,-0.004996526241302535
340.829105303,-0.018267798423767134
340.978109658,-0.022360014915466353
341.16755338,-0.001704025268554732
341.380373628,0.013029944896697954
341.532435145,-0.00936357975006108
341.696732221,-0.0280548214912415
341.861577099,-0.0424666285514832
342.305493901,-0.05668698549270634
342.445424555,-0.06561886072158818
342.77760176,-0.07245187759399419
342.915850332,-0.07717864513397221
343.054476336,-0.08023439645767216
343.197383493,-0.08289097547531132
343.406466567,-0.08514492511749272
343.740553387,-0.08683906793594365
343.870572671,-0.08808015584945683
344.051819534,-0.08887391090393071
344.211514626,-0.08919458389282231
344.361922738,-0.08899621963500981
344.549340915,-0.08822374343872075
344.759122274,-0.08705149888992314
344.905299175,-0.08533428907394414
345.012177216,-0.08293716907501225
345.141617394,-0.08027683496475224
345.255361933,0.03924925327301021
345.393786462,0.0366843461990356
345.507077184,0.027879071235656694
345.695148259,0.011055243015289262
345.843519173,-0.006722617149353072
346.010647584,-0.021592247486114546
346.163609996,-0.027406740188598677
346.303786408,-0.020360457897186324
346.509173767,-0.005518901348114058
346.671737654,0.010910999774932817
346.851421692,0.028601062297821
346.984309961,0.0365007638931274
347.121685739,0.013330948352813676
347.301223357,-0.001237440109252974
347.501033121,-0.014397788047790572
347.636429771,-0.021792399883270308
347.837181222,-0.044373619556427046
348.000794645,-0.07294397354125981
348.235857502,-0.09804801940917973
348.466901407,-0.11984680891036992
348.679772644,-0.1406475186347962
348.884826952,-0.1570659160614014
348.977996086,-0.17086600065231328
349.21125638,-0.18264781236648564
349.338244216,-0.19229613542556767
349.564613761,-0.2002417922019959
349.691879646,-0.20613687038421635
349.865377445,-0.21020494699478154
350.052988767,-0.21335219144821171
350.189735707,-0.21589063405990605
350.405334665,-0.2179494976997376
350.609985795,-0.21953480243682866
350.880378969,-0.22068016529083256
351.201466059,-0.22131817340850835
351.336511135,-0.22148482799530034
351.463142865,-0.22120027542114262
351.567520023,-0.22048603296279912
351.707453745,-0.21931909322738652
351.868697274,-0.21763514280319218
352.180241355,-0.2154792428016663
352.421370452,-0.21287076473236088
352.597469324,-0.20986174345016484
352.744965799,-0.20572196245193486
352.969836084,-0.19966470003128056
353.172903421,-0.191583263874054
353.356098454,-0.18177251815795903
353.644884812,-0.16954259872436528
353.853378073,-0.1441502451896668
354.014406756,-0.1274452686309815
354.216372223,-0.10753362178802495
354.387812044,-0.08460967540740971
354.562298114,-0.059424626827240035
354.780690983,-0.031106162071228072
354.969001334,0.0016817569732665572
355.17749689,0.03711069822311397
355.407889489,0.06895084381103511
355.569918777,0.07060195207595821
355.782087761,0.05748404264450069
355.933553697,0.04384161233901973
356.049326914,0.03083623647689815
356.226742844,0.017421257495880083
356.338906887,0.004388701915740922
356.561345903,-0.008917021751403853
356.70524163,-0.021163332462310835
356.832568142,-0.026453006267547652
356.997599472,-0.001896131038665816
357.324353987,0.04791404008865352
357.43901403,0.10320283174514766
357.763519595,0.1269594550132751
358.017619151,0.10849143266677852
358.392210051,0.08950771093368526
358.615389712,0.0703648447990417
358.866411035,0.0503676056861877
359.326015923,0.031244885921478227
359.497295385,0.012122941017150834
359.737607287,-0.007372963428497359
359.898495739,-0.02471690177917485
360.048650938,-0.0334905862808228
360.176465477,-0.037691044807434126
360.360827552,-0.039965915679931685
360.795300191,-0.04228727817535405
361.101517447,-0.043056714534759566
361.294808232,-0.1417972326278687
361.67256693,-0.14239178895950322
361.828267013,-0.14662038087844853
361.968054416,-0.14613591432571416
362.188806685,-0.14884399175643925
362.518980575,-0.14969073534011845
362.701261771,-0.15034424066543584
362.879480707,-0.14796380996704106
363.054004953,-0.1475338220596314
363.356698097,-0.14360003471374516
363.582803057,-0.1728570938110352
363.772849589,-0.20965658426284794
363.969885618,-0.24007164239883427
364.229538186,-0.2678711295127869
364.518260441,-0.29120390415191655
364.520667104,-0.3120029151439667
364.760241553,-0.3336442291736603
364.921341173,-0.34902583360672
365.155819899,-0.3624822080135346
365.337303072,-0.37448658347129826
365.578274682,-0.38465236425399785
365.764966197,-0.3930552780628205
366.001001037,-0.40011288523674016
366.251302299,-0.40613116621971135
366.379244567,-0.41052912473678593
366.616695231,-0.4136589348316193
366.78295527,-0.4161158382892609
366.966099687,-0.41816981434822087
367.216193887,-0.41983403563499455
367.468744842,-0.4215952038764954
367.71337837,-0.4217332482337952
367.861613497,-0.4214167475700379
367.974357359,-0.4205859780311585
368.198894385,-0.41929219961166386
368.355887159,-0.4175349652767182
368.627546023,-0.4153168678283692
368.89797586,-0.4125537753105164
369.092817747,-0.40947692394256596
369.266751883,-0.4052525937557221
369.427299637,-0.3994403958320618
369.626732943,-0.3925444066524506
369.879571178,0.05582005977630611
370.161460393,0.06798828840255733
370.381266167,0.0734011054039001
370.5141316,0.06291724443435665
370.720312605,0.04597581624984737
370.958075886,0.029206466674804643
371.128356762,0.012613725662231401
371.402557011,-0.004976320266723677
371.760941873,-0.016932773590087935
371.920636063,-0.018025207519531294
372.203982755,0.0006229996681212935
372.32653942,0.021119964122772172
372.502415058,0.035503518581390336
372.724167036,0.028774571418762163
372.96822,0.012393546104431108
373.176274116,-0.0033641338348389116
373.355708779,-0.020722377300262496
373.41656101,-0.026132035255432173
373.534567442,-0.009219753742218062
373.832687774,0.021820437908172563
373.95868455,0.056458127498626665
374.198256723,0.029390227794647172
374.576890555,0.007387769222259477
374.981707578,-0.009747016429901167
375.268671621,-0.022817897796630904
375.477444006,-0.03045676946640019
375.693438,-0.04479037523269658
375.855052389,-0.058406698703765914
376.147207971,-0.06965600252151494
376.329354276,-0.07872753143310551
376.460227239,-0.0855889201164246
376.705574309,-0.09029279947280888
376.893367698,-0.09337280988693242
376.96494953,-0.0959600687026978
377.373679623,-0.09817086458206181
377.554387647,-0.10009669065475468
377.848308884,-0.10133217573165898
377.996847854,-0.10203479528427128
378.133641744,-0.10230629444122319
378.305462522,-0.10208534002304082
378.459455643,-0.1014042973518372
378.584205336,-0.10024302005767827
378.835686901,-0.0986754179000855
378.908070186,-0.09660558700561528
379.051539379,-0.0938543558120728
379.210443602,0.027512204647064165
379.424148657,0.027441990375518754
379.603311691,0.018410694599151567
379.949017972,0.003276300430297807
380.130933875,-0.014590311050415083
380.21474459,-0.03169064521789555
380.430645347,-0.04226278066635136
380.509083904,-0.042063462734222457
380.626756199,-0.02996902465820317
380.794850161,-0.014474081993103072
381.138164849,0.003551673889160112
381.298762275,0.02254761457443233
381.40347124,0.02413232326507564
381.537602482,0.003292632102966264
381.691847117,-0.011571991443634078
381.907683111,-0.023620235919952437
382.107427962,-0.031767296791076705
382.327490451,-0.05569456815719609
382.492695423,-0.08156161308288579
382.697738449,-0.10406898260116582
382.876594901,-0.12451570034027104
383.133406267,-0.1423608541488648
383.348821667,-0.1569402098655701
383.518809693,-0.1695566058158875
383.674456269,-0.18003510236740117
383.983063636,-0.18876962661743169
384.065769759,-0.19576601982116704
384.29745074,-0.20001440048217778
384.565643628,-0.20303725004196171
384.672190896,-0.20568667650222783
384.88688587,-0.2078055620193482
385.072110279,-0.20945822000503544
385.170089124,-0.21065609455108647
385.333828181,-0.2114260077476502
385.526251122,-0.2117023348808289
385.686354655,-0.21150629520416264
385.840341603,-0.21088414192199711
386.072513858,-0.20979194641113286
386.24472343,-0.20823405981063847
386.438543841,-0.20614658594131474
386.631577834,-0.2035837054252625
386.73978047,-0.2006806612014771
386.916440302,-0.19539396762847905
387.085120323,-0.18889330625534062
387.221348956,-0.18030827045440678
387.367736063,-0.16942911148071294
387.478020645,-0.15648167133331303
387.68065229,-0.1307878971099854
387.839624961,-0.11359988451004033
388.094812343,-0.09337823390960698
388.291362173,-0.06993411779403691
388.54477532,-0.043127346038818404
389.247072954,-0.0008872032165527788
389.250640778,0.04555178880691524
389.416744125,0.08675016164779659
389.547858395,0.13313550949096675
389.69043477,0.17966241836547847
389.817520393,0.1912943840026855
389.975877646,0.17932553291320796
390.085555569,0.16730738878250118
390.259455689,0.1553776383399963
390.436159963,0.14342404603958125
390.648348124,0.13133187294006343
390.830530458,0.11826522350311275
390.971807717,0.10602558851242061
391.142240871,0.09401710033416744
391.264644671,0.08200175762176509
391.414823327,0.06998099088668819
391.527856597,0.057715547084808305
391.794298366,0.045446705818176225
391.977854706,0.03329558372497554
392.188840201,0.018976342678070024
392.264868593,0.007062149047851518
392.522344879,-0.004973578453064009
392.739207802,-0.018857586383819624
392.981684993,-0.02575861215591435
393.163546459,-0.03212873935699467
393.433883145,-0.0367910742759705
393.590133277,-0.03979866504669194
393.73041389,-0.042098152637481734
393.941817366,-0.04412041902542119
394.162557557,-0.04505633115768437
394.272063942,-0.11526565551757817
394.427624702,-0.14598922729492192
394.545656218,-0.145806896686554
394.771110729,-0.14920239448547368
394.948888154,-0.15200911760330205
395.219068013,-0.15135024785995488
395.574399956,-0.15177081823349003
395.697403636,-0.15004240274429326
395.891675391,-0.14991359710693364
396.032325399,-0.14616261720657353
396.200571793,-0.16115849018096928
396.411323723,-0.19750254154205327
396.561607287,-0.22854142189025883
396.693830411,-0.255697774887085
396.891105562,-0.2804232716560364
397.108259759,-0.30183495879173283
397.306069004,-0.32092751860618596
397.604672147,-0.33835722804069523
397.915071397,-0.3547549426555634
398.126644568,-0.367278265953064
398.446566279,-0.37972016930580144
398.719480312,-0.38894249796867375
398.852647777,-0.3961962938308716
399.032472102,-0.40209625959396367
399.221451801,-0.4066551804542542
399.392253269,-0.40989496111869816
399.569212421,-0.4127342879772187
399.749233977,-0.41499580740928654
399.950572203,-0.41677739024162297
400.164691405,-0.4180743575096131
400.418295769,-0.4190966069698334
400.910021324,-0.4193642914295197
401.370634402,-0.41909532546997075
401.531785293,-0.41831665039062504
401.663203525,-0.4171023845672608
401.801625578,-0.4154258251190186
401.918712953,-0.4132270991802216
402.154355633,-0.4106316447257996
402.46533129,-0.40741972923278813
402.640624204,-0.4031287014484406
402.804451615,-0.39769472479820256
403.117511661,-0.3887703597545624
403.370772709,0.0607515692710876
403.589750296,0.07447547912597652
403.886640512,0.08106954097747798
404.142060479,0.06686825752258296
404.561361675,0.05020983219146724
404.662271161,0.03322775363922115
404.780667205,0.016253542900085405
405.022260827,-0.0022107243537903276
405.099103422,-0.01927362680435185
405.231867165,-0.030545699596405074
405.522953486,-0.02999060153961186
405.655307809,-0.011621761322021529
405.834328169,0.012641739845275834
406.027120117,0.03848232030868526
406.390226808,0.059246194362640336
406.727120705,0.04928238391876216
406.939711921,0.034435164928436235
407.150626531,0.019440841674804643
407.329974034,0.004596722126007036
407.599745903,-0.011284875869751021
407.804259908,-0.024604845046997115
407.981644816,-0.029731678962707564
408.140077626,-0.011190462112426802
408.299684184,0.0030855059623717818
408.472866548,-0.01995472908020024
408.657624691,-0.041357684135437056
408.814613858,-0.055459666252136275
408.993067916,-0.066799807548523
409.146756059,-0.07629595994949345
409.276376503,-0.08292238712310795
409.455251872,-0.08743290901184086
409.588688988,-0.090428638458252
409.736149811,-0.09304236173629765
409.836251127,-0.09517042636871342
410.071536352,-0.09697734117507939
410.172184524,-0.09815238714218144
410.300256633,-0.0989161610603333
410.413324406,-0.09920208454132085
410.535344457,-0.09901409149169926
410.684828944,-0.09836136102676396
410.847462967,-0.09728198051452641
410.987393282,-0.0957038283348084
411.122102335,-0.09361879825592045
411.267430917,-0.09085582494735722
411.465377416,0.02956522703170772
411.647944337,0.030582797527313188
411.838776334,0.01974762678146358
412.133602994,0.003379893302917436
412.309832556,-0.016731011867523238
412.455157795,-0.03170292377471928
412.664136249,-0.03797380924224858
412.766358315,-0.03157018423080449
